<<<<<<< HEAD
"","...1","Site","Plot","Success","Diversity","Year","Month","Season","CoreSection_cm","TotalSoilWeight_g","RockVolume_cm3","RockMass_g","RootMass_g","WetSoilWeight_g","DrySoilWeight_g","Moisture_g","SectionLength_cm","BulkDensity_g_cm3","BiomassC","Respiration","NO2_NO3","NH4","TIN","BiomassN","Mineralization","Nitrification","DEA","TotalSoilN_percent","TotalSoilN","TotalSoilC_percent","TotalSoilC","success","diversity","Obs"
"92",289,"Clearview",11,"Low","High",2019,10,"Fall","0-10",124.831,2,3.885,0.464,3.432,3.263,0.049242424,10,1.037100388,73.44123905,3.011090801,1.976558481,0.511147072,2.487705553,3.303493972,0.068523371,0.037445107,320.6642778,NA,NA,NA,NA,0,1,289
"93",291,"Clearview",11,"Low","High",2019,10,"Fall","0-10",110.662,2,4.76,2.326,3.224,3.033,0.059243176,10,0.911066545,65.35270769,2.679461015,0.231015909,0.549914675,0.780930584,5.20291789,0.064632458,0.008703598,232.7015209,NA,NA,NA,NA,0,1,291
"94",293,"Clearview",12,"Low","Low",2019,10,"Fall","0-10",133.128,3,8.175,0.69,3.474,3.274,0.057570524,10,1.055594483,71.93803764,2.949459543,4.479657013,0.32705077,4.806707783,7.675445166,0.129877218,0.078879466,148.0924133,NA,NA,NA,NA,0,0,293
"95",295,"Clearview",12,"Low","Low",2019,10,"Fall","0-10",123.179,3,5.416,2.272,3.293,3.108,0.056179775,10,0.986884334,92.84653479,3.806707927,3.424985913,0.349391573,3.774377486,11.8880547,0.186249549,0.050173186,139.7945088,NA,NA,NA,NA,0,0,295
"96",297,"Conference House",13,"High","Low",2019,10,"Fall","0-10",132.499,2,5.412,0.477,2.207,1.646,0.251370399,10,0.923539681,1004.386469,16.89220968,17.75376621,0.219750081,17.9735163,70.2050118,0.194957286,0.046515613,223.4635279,NA,NA,NA,NA,1,0,297
"97",299,"Conference House",13,"High","Low",2019,10,"Fall","0-10",141.612,5,10.306,0.721,2.644,2.116,0.265306122,10,0.898488268,705.2420757,13.29934225,10.09144048,0.254593846,10.34603432,58.59069782,0.491739217,0.394817644,153.9044254,NA,NA,NA,NA,1,0,299
"98",301,"Conference House",14,"High","High",2019,10,"Fall","0-10",156.41,4.9,11.069,0.131,3.734,3.102,0.16042618,10,0.9649923,532.7956186,8.225234032,6.760683697,0.078805252,6.839488949,36.49490063,0.586491602,0.5225611,37.30917222,NA,NA,NA,NA,1,1,301
"99",303,"Conference House",14,"High","High",2019,10,"Fall","0-10",141.528,2.9,6.787,0.022,3.025,2.439,0.1996053,10,1.098585625,593.9664139,11.14172296,8.503262134,0.059321334,8.562583468,44.53004552,0.660161299,0.537498139,74.09665013,NA,NA,NA,NA,1,1,303
"100",305,"Clove Lakes 2",15,"High","High",2019,10,"Fall","0-10",140.817,3,6.969,0.532,2.554,1.912,0.392663043,10,0.572812728,1556.828116,43.64777653,32.37543707,0.451928353,32.82736543,110.817279,1.728405466,1.684142852,65.59938225,NA,NA,NA,NA,1,1,305
"101",307,"Clove Lakes 2",15,"High","High",2019,10,"Fall","0-10",142.137,4,8.42,0.17,2.303,1.692,0.298312883,10,0.750878142,1077.772717,21.93167378,23.46568707,0.385940766,23.85162784,83.9932955,0.921911659,0.899704272,60.06582889,NA,NA,NA,NA,1,1,307
"102",309,"Clove Lakes 2",16,"High","Low",2019,10,"Fall","0-10",133.032,3,6.032,0.049,3.285,2.758,0.218450185,10,0.903927922,913.8810777,14.32583741,9.30409554,-0.006362314,9.297733226,60.95625062,0.485806442,0.359513235,121.2238286,NA,NA,NA,NA,1,0,309
"103",311,"Clove Lakes 2",16,"High","Low",2019,10,"Fall","0-10",157.177,2,4.289,0.258,3.547,2.839,0.218119528,10,0.870691005,681.6273976,13.49230387,3.579666926,0.277177008,3.856843934,35.09908423,0.412046702,0.271204159,55.58028945,NA,NA,NA,NA,1,0,311
"104",313,"Clove Lakes 4",17,"High","High",2019,10,"Fall","0-10",107.354,NA,NA,0.116,3.68,2.235,0.25419121,10,0.845729329,1289.266839,18.42264714,85.59804678,8.234179385,93.83222616,148.2751051,0.333840316,1.029772116,108.9170737,NA,NA,NA,NA,1,1,313
"105",315,"Clove Lakes 4",17,"High","High",2019,10,"Fall","0-10",128.54,11,18.798,1.446,2.608,1.83,0.199697428,10,0.96186083,982.0476799,15.33424301,7.447164059,0.445795796,7.892959855,56.35177419,0.725954844,0.656785359,75.69522322,NA,NA,NA,NA,1,1,315
"106",317,"Clove Lakes 4",18,"High","Low",2019,10,"Fall","0-10",135.549,3,7.858,0.523,2.71,2.118,0.16925549,10,1.106299322,831.9290703,17.12311653,12.18306385,0.229509857,12.41257371,54.85576307,0.604530111,0.510862365,209.4432486,NA,NA,NA,NA,1,0,317
"107",319,"Clove Lakes 4",18,"High","Low",2019,10,"Fall","0-10",133.864,5.2,12.76,NA,2.627,2.054,0.193719008,10,0.978206179,823.9534554,13.51009013,8.506354579,0.363138623,8.869493203,53.01218325,0.707595439,0.627478849,111.8501291,NA,NA,NA,NA,1,0,319
"108",321,"Fort Totten",19,"High","High",2019,10,"Fall","0-10",108.933,1,3.177,0.04,3.35,2.756,0.177313433,10,0.773410956,1189.688612,11.39806261,34.55519098,1.368855737,35.92404672,124.9313589,0.793590993,0.841916605,353.5176564,NA,NA,NA,NA,1,1,321
"109",323,"Fort Totten",19,"High","High",2019,10,"Fall","0-10",133.946,2.5,6.117,1.135,3.164,2.644,0.164348925,10,0.967296825,814.907346,10.53126894,22.17763042,0.833690983,23.0113214,78.47403887,1.014211847,0.972471162,240.1442621,NA,NA,NA,NA,1,1,323
"110",325,"Fort Totten",20,"High","Low",2019,10,"Fall","0-10",85.657,NA,NA,0.444,2.594,1.894,0.269853508,10,0.546964532,2386.633837,21.91570357,17.84748964,4.217686445,22.06517608,171.4809086,0.791750815,0.790335507,1753.368373,NA,NA,NA,NA,1,0,325
"111",327,"Fort Totten",20,"High","Low",2019,10,"Fall","0-10",111.913,1.5,4.611,1.025,3.117,2.582,0.171639397,10,0.784272549,1400.385478,15.30282691,18.51642415,1.728134284,20.24455843,111.7326106,1.276014951,1.127412738,216.9053976,NA,NA,NA,NA,1,0,327
"112",329,"Marine Park 1",21,"High","High",2019,10,"Fall","0-10",117.624,0.5,0.034,0.097,2.939,2.426,0.174549166,10,0.854932217,997.7954531,8.592244853,10.77626419,1.054588386,11.83085258,78.84532617,0.478970563,0.454656846,227.7723739,NA,NA,NA,NA,1,1,329
"113",331,"Marine Park 1",21,"High","High",2019,10,"Fall","0-10",120.716,3,4.153,1.445,3.18,2.765,0.130503145,10,0.935890068,453.8457943,4.852464566,12.88756253,1.290611636,14.17817417,48.44386793,0.406002957,0.287815132,130.8826958,NA,NA,NA,NA,1,1,331
"114",333,"Marine Park 1",22,"High","High",2019,10,"Fall","0-10",119.313,0.5,0.322,0.264,3.273,2.751,0.159486709,10,0.881930181,762.9183197,9.808969852,9.039937786,0.58713839,9.627076176,62.8904802,0.519683557,0.542348876,176.7107943,NA,NA,NA,NA,1,1,333
"115",335,"Marine Park 1",22,"High","High",2019,10,"Fall","0-10",102.177,NA,NA,NA,3.05,2.581,0.153770492,10,0.758790185,730.56822,10.31084769,8.673998234,0.95237497,9.626373204,54.28778324,0.521462106,0.511815279,-36.86225398,NA,NA,NA,NA,1,1,335
"116",337,"Marine Park 1",23,"High","Low",2019,10,"Fall","0-10",130.228,0.9,0.639,0.576,2.855,2.599,0.08966725,10,1.039097707,444.9434725,5.95147127,4.837639985,13.58956422,18.42720421,48.74029466,0.20468093,0.167655972,8.000204449,NA,NA,NA,NA,1,0,337
"117",339,"Marine Park 1",23,"High","Low",2019,10,"Fall","0-10",110.141,1.3,0.071,0.377,3.13,2.774,0.113738019,10,0.878585799,702.6255017,4.405535883,3.838938578,1.297857171,5.136795749,51.62520105,0.29848898,0.17092248,51.97273682,NA,NA,NA,NA,1,0,339
"118",341,"Marine Park 1",24,"High","Low",2019,10,"Fall","0-10",119.834,NA,NA,0.091,3.573,3.041,0.148894486,10,0.894441712,545.120199,7.299065589,8.302077441,1.330236387,9.632313828,48.56856487,0.505468809,0.433417171,50.09527837,NA,NA,NA,NA,1,0,341
"119",343,"Marine Park 1",24,"High","Low",2019,10,"Fall","0-10",94.077,0.5,0.315,3.319,3.03,2.501,0.174587459,10,0.688352541,1186.497845,14.87268687,13.24256897,1.957156007,15.19972498,84.58653184,0.959317212,0.940599913,149.1288076,NA,NA,NA,NA,1,0,343
"120",345,"Marine Park 2",25,"High","High",2019,10,"Fall","0-10",127.631,1,0.911,0.235,3.271,2.841,0.13145827,10,0.975198847,547.5915362,6.874867641,-0.616478329,0.01495956,-0.60151877,48.908538,0.163855733,-4.38e-05,104,NA,NA,NA,NA,1,1,345
"121",347,"Marine Park 2",25,"High","High",2019,10,"Fall","0-10",122.172,NA,NA,0.202,2.45,2.025,0.173469388,10,0.885469586,826.5207635,12.48188966,7.465432293,0.974008072,8.439440364,73.80743438,-0.056101777,0.000525022,326.204857,NA,NA,NA,NA,1,1,347
"122",349,"Marine Park 2",26,"High","High",2019,10,"Fall","0-10",110.93,NA,NA,0.309,2.415,1.915,0.207039337,10,0.776600495,1305.918775,12.77183726,5.247841415,0.529074208,5.776915623,82.06388089,0.096408072,0.000615538,325.8577042,NA,NA,NA,NA,1,1,349
"123",351,"Marine Park 2",26,"High","High",2019,10,"Fall","0-10",127.218,NA,NA,0.069,2.863,2.358,0.176388404,10,0.919081253,833.4490185,9.606509032,5.915090848,0.323825267,6.238916115,61.15463767,0.064700615,0.000321125,50.3652061,NA,NA,NA,NA,1,1,351
"124",353,"Marine Park 2",27,"High","Low",2019,10,"Fall","0-10",121.832,0.3,0.23,0.015,2.664,2.222,0.165915916,10,0.892401844,799.4878928,10.15977228,5.958684773,0.967249359,6.925934132,58.49989727,0.002710404,-0.000610305,126.202833,NA,NA,NA,NA,1,0,353
"125",355,"Marine Park 2",27,"High","Low",2019,10,"Fall","0-10",111.896,1,2.442,0.081,2.531,1.98,0.217700514,10,0.757582721,1119.930512,21.54927702,17.33916336,1.030637131,18.36980049,100.5361792,0.026464673,0.00115093,335.646715,NA,NA,NA,NA,1,0,355
"126",357,"Marine Park 2",28,"High","Low",2019,10,"Fall","0-10",126.613,1,1.331,0.816,2.829,2.345,0.171085189,10,0.921576011,978.617675,16.60745045,10.51782866,0.345763633,10.86359229,73.07926784,0.08636752,3.36e-05,203.4122115,NA,NA,NA,NA,1,0,357
"127",359,"Marine Park 2",28,"High","Low",2019,10,"Fall","0-10",130.451,NA,NA,0.286,2.519,2.087,0.171496626,10,0.948051241,889.5578374,13.86551738,4.147007004,0.359161393,4.506168397,62.99145304,0.034752376,6.63e-05,170.7163435,NA,NA,NA,NA,1,0,359
"128",361,"Marine Park 3",29,"High","High",2019,10,"Fall","0-10",58.593,NA,NA,0.028,1.459,0.473,0.675805346,10,0.162793713,4511.567015,76.22549057,285.7973921,3.96074842,289.7581405,528.2367103,3.348809856,3.20011488,226.4053592,NA,NA,NA,NA,1,1,361
"129",363,"Marine Park 3",29,"High","High",2019,10,"Fall","0-10",64.315,0.03,1.008,NA,2.01,0.79,0.606965174,10,0.219946441,3988.57008,55.64908126,156.8818346,16.3647597,173.2465943,393.2390145,-1.518085179,-0.626958263,411.7256219,NA,NA,NA,NA,1,1,363
"130",365,"Marine Park 3",30,"High","Low",2019,10,"Fall","0-10",56.008,NA,NA,0.033,1.774,0.558,0.685456595,10,0.155598019,4565.087463,70.19812868,406.105243,4.603837153,410.7090802,634.756976,-18.31251332,-18.76047738,214.9660997,NA,NA,NA,NA,1,0,365
"131",367,"Marine Park 3",30,"High","Low",2019,10,"Fall","0-10",67.899,NA,NA,NA,1.912,1.028,0.462343096,10,0.324484061,2346.019663,35.43416238,217.0180346,18.26157828,235.2796128,326.8506221,-0.983863731,0.484977398,148.6485644,NA,NA,NA,NA,1,0,367
"132",369,"Marine Park 3",31,"High","Low",2019,10,"Fall","0-10",59.265,0.1,0.514,0.006,1.898,0.634,0.665964173,10,0.172594878,4858.667182,64.80641166,342.4488374,9.856376294,352.3052137,587.3432341,1.859122159,2.035912586,382.5445122,NA,NA,NA,NA,1,0,369
"133",371,"Marine Park 3",31,"High","Low",2019,10,"Fall","0-10",43.662,NA,NA,NA,1.223,0.555,0.546197874,10,0.172581719,5632.346577,67.88476941,165.1237355,7.490915953,172.6146515,437.8146778,0.763717772,0.669842604,496.8596377,NA,NA,NA,NA,1,0,371
"134",373,"Marine Park 3",32,"High","High",2019,10,"Fall","0-10",53.317,NA,NA,0.005,1.02,0.371,0.63627451,10,0.171064711,5924.815779,116.0135959,109.4773298,4.640189841,114.1175196,187.3793154,2.129118509,1.454348291,511.5064627,NA,NA,NA,NA,1,1,373
"135",375,"Marine Park 3",32,"High","High",2019,10,"Fall","0-10",69.53,NA,NA,0.004,1.895,1.063,0.439050132,10,0.335389502,4706.332683,54.87718169,144.739359,2.988532871,147.7278918,426.3702324,2.070333873,1.115416704,486.4046327,NA,NA,NA,NA,1,1,375
"136",377,"Pelham Bay",33,"High","Low",2019,10,"Fall","0-10",144.388,4,9.926,0.101,2.763,2.11,0.236337315,10,0.933283514,1101.747246,12.31061253,17.15348763,1.002619694,18.15610732,110.3860906,0.887412505,0.675526232,40.67676038,NA,NA,NA,NA,1,0,377
"137",379,"Pelham Bay",33,"High","Low",2019,10,"Fall","0-10",108.946,0.5,0.713,0.574,3.127,2.598,0.16917173,10,0.795420534,760.7755662,8.404683401,6.185104799,0.465430551,6.650535351,59.73101007,0.633774215,0.526816842,114.1871209,NA,NA,NA,NA,1,0,379
"138",381,"Pelham Bay",34,"High","Low",2019,10,"Fall","0-10",135.562,1,2.046,0.165,3.094,2.708,0.124757595,10,1.035148703,1020.029663,13.8976089,13.31799074,0.322950397,13.64094114,85.41695704,0.926838789,0.840773575,203.9724897,NA,NA,NA,NA,1,0,381
"139",383,"Pelham Bay",34,"High","Low",2019,10,"Fall","0-10",146.707,NA,NA,1.076,2.299,2.025,0.119182253,10,1.143760902,795.8005793,11.3890828,7.51650926,0.220857035,7.737366295,64.18838327,0.737121094,0.690637322,62.07777648,NA,NA,NA,NA,1,0,383
"140",385,"Pelham Bay",35,"High","High",2019,10,"Fall","0-10",108.155,0.2,0.167,0.179,2.649,2.202,0.168742922,10,0.790612257,507.7878359,6.548502543,13.73634004,0.209680542,13.94602058,47.48541807,0.881212572,0.861860785,55.61819089,NA,NA,NA,NA,1,1,385
"141",387,"Pelham Bay",35,"High","High",2019,10,"Fall","0-10",145.672,NA,NA,0.049,2.462,2.02,0.179528838,10,1.049433628,634.9919872,6.305947612,12.40897902,0.370597406,12.77957643,58.013359,0.951180523,0.929597218,46.03248608,NA,NA,NA,NA,1,1,387
"142",389,"Pelham Bay",36,"High","High",2019,10,"Fall","0-10",15.299,0.2,0.553,0.25,2.812,2.166,0.22972973,10,0.097247562,593.577313,10.0035775,29.66203862,1.99984089,31.6618795,58.37203601,1.223768159,1.303108518,160.3429683,NA,NA,NA,NA,1,1,389
"143",391,"Pelham Bay",36,"High","High",2019,10,"Fall","0-10",145.038,0.2,0.309,0.239,2.812,2.174,0.22688478,10,0.985496721,907.8208541,10.85587125,13.93200309,0.405591067,14.33759416,72.13839418,0.728928557,0.718667459,107.9334767,NA,NA,NA,NA,1,1,391
=======
"","...1","Site","Plot","Success","Diversity","Year","Month","Season","CoreSection_cm","TotalSoilWeight_g","RockVolume_cm3","RockMass_g","RootMass_g","WetSoilWeight_g","DrySoilWeight_g","Moisture_g","SectionLength_cm","BulkDensity_g_cm3","BiomassC","Respiration","NO2_NO3","NH4","TIN","BiomassN","Mineralization","Nitrification","DEA","TotalSoilN_percent","TotalSoilN","TotalSoilC_percent","TotalSoilC","success","diversity","Obs"
"1",1,"Alley Pond",1,"Low","Low",2018,7,"Summer","0-10",40.57,4,3.038,0.122,0.761,0.73,0.040735874,10,0.440392838,359.2255726,11.82886115,8.123059679,-0.301601543,7.821458136,19.08735243,-1.110176751,-1.267514073,224.1949335,0.0905,0.000905,2.547,0.02547,0,0,1
"2",3,"Alley Pond",1,"Low","Low",2018,7,"Summer","0-10",47.1,2.5,4.018,0.215,0.692,0.627,0.093930636,10,0.468033661,343.4637758,9.503624699,13.66379914,-0.439149784,13.22464936,21.82740109,1.072070033,0.108565521,1092.767997,0.1345,0.001345,1.965,0.01965,0,0,3
"3",5,"Alley Pond",2,"Low","Low",2018,7,"Summer","0-10",45.7,2.5,6.145,0.103,0.73,0.652,0.106849315,10,0.424606181,352.1543879,4.805723538,3.664778038,-0.32546584,3.339312198,34.8882173,-0.158671324,-0.366702003,851.2575879,0.323,0.00323,4.8755,0.048755,0,0,5
"4",7,"Alley Pond",2,"Low","Low",2018,7,"Summer","0-10",39.49,2,4.379,0.144,0.801,0.71,0.11360799,10,0.371251273,248.601983,8.012880105,0.976277373,-0.410228786,0.566048587,11.19491355,0.150001161,-0.042574391,0.151487456,0.31,0.0031,4.9895,0.049895,0,0,7
"5",9,"Alley Pond",3,"Low","High",2018,7,"Summer","0-10",37.09,0.8,1.517,0.347,0.993,0.885,0.108761329,10,0.370717569,413.317648,11.76007763,-0.09169314,-0.287183962,-0.378877102,12.7498899,0.263143085,0.012237044,1787.591435,0.3975,0.003975,6.301,0.06301,0,1,9
"6",11,"Alley Pond",3,"Low","High",2018,7,"Summer","0-10",38.53,1,2.409,0.112,0.961,0.836,0.130072841,10,0.370771745,260.5576237,9.018498565,2.779424889,-0.263066259,2.51635863,13.24927135,0.261996764,0.001078482,839.047152,0.465,0.00465,6.8105,0.068105,0,1,11
"7",13,"Alley Pond",4,"Low","High",2018,7,"Summer","0-10",51.86,2,4.59,0.122,1.598,1.424,0.108886108,10,0.503245888,413.5859098,7.754834099,10.62586183,6.101828065,16.7276899,18.60873825,-1.536808266,-1.03728753,626.5127791,0.271,0.00271,4.333,0.04333,0,1,13
"8",15,"Alley Pond",4,"Low","High",2018,7,"Summer","0-10",35.25,1,2.091,0.172,1.861,1.653,0.111767867,10,0.34680231,240.0491435,8.063904705,0.317964801,-0.373901802,-0.055937001,51.1323958,0.163891712,-0.039551384,1044.576959,0.44,0.0044,6.648,0.06648,0,1,15
"9",17,"Canarsie",5,"Low","High",2018,6,"Summer","0-10",63.3,11,22.23,0.005,1.158,1.038,0.103626943,10,0.494177597,334.2936681,21.93479692,2.920864366,2.105356134,5.0262205,-0.379257528,-0.606592699,-0.543275094,-11.57933373,0.086,0.00086,1.8805,0.018805,0,1,17
"10",20,"Canarsie",5,"Low","High",2018,6,"Summer","0-10",49.15,3,5.945,0.046,0.703,0.593,0.156472262,10,0.441354811,270.9843671,27.08686938,30.80443435,0.015021461,30.81945581,9.745994166,-0.162903831,-0.531209352,-17.50906961,0.076,0.00076,1.8935,0.018935,0,1,20
"11",23,"Canarsie",6,"Low","High",2018,6,"Summer","0-10",56.4,3.5,5.712,0.033,1.166,1.052,0.097770154,10,0.557438759,281.5379632,18.5473396,11.15332485,0.232875162,11.38620002,2.073159075,0.380052143,0.23998072,-0.774733528,0.1,0.001,1.9885,0.019885,0,1,23
"12",25,"Canarsie",6,"Low","High",2018,6,"Summer","0-10",45.87,3,5.61,0,1.366,1.231,0.098828697,10,0.43984357,320.763638,19.32197767,-4.997140065,1.259346643,-3.737793422,1.590398821,-0.00836852,-0.124720993,0.429245149,0.087,0.00087,2.3965,0.023965,0,1,25
"13",27,"Canarsie",7,"Low","Low",2018,6,"Summer","0-10",50.339,4,6.533,0.004,1.455,1.274,0.124398625,10,0.470668042,356.741349,23.7564071,26.98766277,0.404204159,27.39186693,1.478635358,-0.335325948,-0.472795772,-0.24377515,0.132,0.00132,2.0945,0.020945,0,0,27
"14",30,"Canarsie",7,"Low","Low",2018,6,"Summer","0-10",59.4,6,12.387,0.048,0.938,0.834,0.1108742,10,0.52534447,268.7967775,16.96252844,2.117749244,-0.587178738,1.530570507,-3.936454352,0.275710318,-0.072511826,3.780395034,0.1135,0.001135,2.108,0.02108,0,0,30
"15",32,"Canarsie",8,"Low","Low",2018,6,"Summer","0-10",41.947,2,3.506,0.17,0.789,0.727,0.078580482,10,0.422387409,260.0673838,18.33314726,3.362007927,-0.081546037,3.280461889,-0.758321101,0.175663145,-0.012661989,-0.410499626,0.094,0.00094,1.7975,0.017975,0,0,32
"16",34,"Canarsie",8,"Low","Low",2018,6,"Summer","0-10",55.827,7,13.692,0.044,1.2,1.088,0.093333333,10,0.486230201,230.1701409,15.13022209,2.988752613,-0.452313861,2.536438752,1.456155217,0.22079899,0.042062166,0.942045579,0.0885,0.000885,1.552,0.01552,0,0,34
"17",36,"Clearview",9,"Low","Low",2018,7,"Summer","0-10",54.633,1.5,2.789,0.136,2.037,1.847,0.093274423,10,0.558244076,377.4764034,6.738947537,8.188556815,2.404293255,10.59285007,20.62014997,-0.006130184,0.039747816,400.3198334,0.1155,0.001155,1.4995,0.014995,0,0,36
"18",40,"Clearview",10,"Low","High",2018,7,"Summer","0-10",42.189,1.5,3.365,0.293,1.982,1.717,0.13370333,10,0.397436219,638.1192178,12.52739461,21.7380612,0.845540666,22.58360186,61.28716892,0.283363778,0.204559119,271.9321464,0.14,0.0014,1.88,0.0188,0,1,40
"19",44,"Clearview",10,"Low","High",2018,7,"Summer","0-10",41.175,1.5,3.445,0.254,1.992,1.813,0.089859438,10,0.40611798,223.1517851,7.209652532,7.493783202,0.596583907,8.090367109,20.43286381,-0.053633203,-0.12695105,249.4960797,0.139,0.00139,1.7465,0.017465,0,1,44
"20",48,"Clearview",11,"Low","High",2018,7,"Summer","0-10",43.231,3,5.109,0.305,1.997,1.82,0.088632949,10,0.417827981,432.3292899,9.429236772,8.262071485,1.093530743,9.355602229,7.973162454,0.206606015,0.141855253,483.0354916,0.1495,0.001495,2.122,0.02122,0,1,48
"21",50,"Clearview",11,"Low","High",2018,7,"Summer","0-10",55.168,6,9.163,0.07,2.025,1.879,0.072098765,10,0.536231224,178.6863538,7.13602722,15.53614076,0.620183328,16.15632408,8.120362008,-0.809105089,-0.796752948,248.9859548,0.102,0.00102,1.783,0.01783,0,1,50
"22",54,"Clearview",12,"Low","Low",2018,7,"Summer","0-10",44.518,1.5,3.677,0.059,1.887,1.769,0.062533121,10,0.455213329,157.7732643,6.918773614,2.981660416,0.931176968,3.912837384,4.389604247,0.175868006,0.0892972,88.84815345,0.0885,0.000885,1.1485,0.011485,0,0,54
"23",58,"Clearview",12,"Low","Low",2018,7,"Summer","0-10",62.297,2,3.991,0.051,1.305,1.243,0.047509579,10,0.664626371,166.700128,7.127317344,1.295114469,NA,NA,7.091170848,NA,0.468701067,32.75928891,0.076,0.00076,0.883,0.00883,0,0,58
"24",62,"Conference House",13,"High","High",2018,8,"Summer","0-10",72.734,NA,0,0,2.306,2.08,0.098005204,10,0.767439181,790.0289428,18.19033438,0.253894165,1.588825546,1.842719711,63.56317523,6.466120339,2.322746061,297.6525339,0.027,0.00027,0.155,0.00155,1,1,62
"25",67,"Conference House",13,"High","High",2018,8,"Summer","0-10",36.538,1,1.43,0.667,2.001,1.79,0.105447276,10,0.364665247,124.894862,12.24818962,70.70286821,1.96769983,72.67056804,68.47414252,-4.997663427,-4.936326627,243.1779153,0.201,0.00201,2.868,0.02868,1,1,67
"26",72,"Conference House",14,"High","Low",2018,8,"Summer","0-10",45.071,4,9.686,0.063,2.002,1.625,0.188311688,10,0.351842999,700.5061933,21.91116289,30.55202519,1.194794787,31.74681998,32.92108508,0.127125845,0.181875626,615.386054,0.3355,0.003355,5.1305,0.051305,1,0,72
"27",75,"Conference House",14,"High","Low",2018,8,"Summer","0-10",36.389,1.6,2.195,0.126,1.835,1.473,0.197275204,10,0.326002734,1002.971975,14.07673065,-0.188817107,-0.102727757,-0.291544864,81.28918693,3.162035148,3.108796203,819.6942596,0.3115,0.003115,5.1445,0.051445,1,0,75
"28",80,"Clove Lakes 2",15,"High","Low",2018,8,"Summer","0-10",53.552,0.8,1.542,0.299,1.787,1.423,0.203693341,10,0.486238228,855.4904104,14.22036635,47.33376448,3.398192489,50.73195697,97.52761493,-0.262254714,-0.010107686,518.6414915,0.2215,0.002215,2.8695,0.028695,1,0,80
"29",85,"Clove Lakes 2",15,"High","Low",2018,8,"Summer","0-10",55.11,3,4.841,0.269,2.605,2.301,0.116698656,10,0.535421762,684.2497509,11.20088003,25.81231291,0.614399093,26.42671201,22.05337783,-0.547385424,-0.497950599,515.0393282,0.143,0.00143,1.9815,0.019815,1,0,85
"30",90,"Clove Lakes 2",16,"High","High",2018,8,"Summer","0-10",60.817,2,3.503,0.078,2.168,1.879,0.133302583,10,0.594183411,408.7494586,13.2139095,18.64681707,-0.16511066,18.48170641,40.33751212,0.973104132,0.912373207,36.29841085,0.1525,0.001525,2.8185,0.028185,1,1,90
"31",95,"Clove Lakes 2",16,"High","High",2018,8,"Summer","0-10",51.169,3.5,4.81,0.237,2.213,1.963,0.112968821,10,0.499004739,329.5315274,10.10853696,1.58419634,1.551973215,3.136169555,40.76023558,2.80379132,2.631553399,102.4229904,0.0305,0.000305,0.1005,0.001005,1,1,95
"32",100,"Clove Lakes 4",17,"High","High",2018,8,"Summer","0-10",53.203,2.5,3.83,0.246,2.035,1.571,0.228009828,10,0.457008805,1088.191785,16.14058712,23.77112181,0.896326721,24.66744853,88.65727304,0.774334752,0.737609115,708.8065801,0.276,0.00276,4.495,0.04495,1,1,100
"33",105,"Clove Lakes 4",17,"High","High",2018,8,"Summer","0-10",43.681,0.6,0.664,0.196,2.35,1.816,0.227234043,10,0.389821833,1384.19614,19.56551284,23.36090873,1.333419605,24.69432833,89.37553129,0.536912662,0.481733814,858.1649607,0.3425,0.003425,5.926,0.05926,1,1,105
"34",110,"Clove Lakes 4",18,"High","Low",2018,8,"Summer","0-10",43.908,0.5,0.429,0.364,2.117,1.659,0.216343883,10,0.397561183,1401.664102,20.83396916,30.60353301,1.754098199,32.35763121,105.0675829,0.838640997,0.750890494,789.7542374,0.364,0.00364,5.7515,0.057515,1,0,110
"35",115,"Clove Lakes 4",18,"High","Low",2018,8,"Summer","0-10",45.192,1.5,1.962,0.097,2.299,1.906,0.170943889,10,0.425778872,601.8208644,12.90489303,34.10776743,1.360995369,35.4687628,67.41401677,-0.009294571,0.030344881,119.177315,0.271,0.00271,5.2775,0.052775,1,0,115
"36",120,"Fort Totten",19,"High","High",2018,8,"Summer","0-10",50.765,1,1.128,0.246,1.959,1.579,0.193976519,10,0.47120316,479.842269,41.60114168,35.35037098,1.61078013,36.96115111,107.1346653,0.265520219,0.299292573,312.7231102,0.2165,0.002165,3.199,0.03199,1,1,120
"37",122,"Fort Totten",19,"High","High",2018,8,"Summer","0-10",40.846,0.6,1.17,0.084,1.839,1.372,0.25394236,10,0.347969513,613.296217,80.59839566,49.45003404,2.817654487,52.26768852,125.3695325,0.709154663,0.785289551,1137.826167,0.379,0.00379,5.8305,0.058305,1,1,122
"38",126,"Fort Totten",20,"High","Low",2018,8,"Summer","0-10",45.487,0.3,0.51,0.011,1.98,1.425,0.28030303,10,0.37989463,615.6247434,63.98908842,49.04036234,0.892386295,49.93274864,117.5599793,1.053315643,1.015777126,410.3947431,0.386,0.00386,6.469,0.06469,1,0,126
"39",131,"Fort Totten",20,"High","Low",2018,8,"Summer","0-10",34.754,0.5,0.744,0.048,1.761,1.146,0.34923339,10,0.260057016,907.1022601,123.8525082,63.30895682,2.137411374,65.4463682,176.1203899,0.555787731,0.664602367,762.7795332,0.574,0.00574,10.597,0.10597,1,0,131
