"","...1","Site","Plot","Success","Diversity","Year","Month","Season","CoreSection_cm","TotalSoilWeight_g","RockVolume_cm3","RockMass_g","RootMass_g","WetSoilWeight_g","DrySoilWeight_g","Moisture_g","SectionLength_cm","BulkDensity_g_cm3","BiomassC","Respiration","NO2_NO3","NH4","TIN","BiomassN","Mineralization","Nitrification","DEA","TotalSoilN_percent","TotalSoilN","TotalSoilC_percent","TotalSoilC","success","diversity","Obs"
"91",195,"Marine Park 2",27,"High","Low",2018,7,"Summer","60-80",59.659,NA,0,0,2.007,1.965,0.020926756,9,0.759191096,72.58135441,3.527972489,3.309560719,-0.406502349,2.90305837,-0.017297293,-0.29457784,-0.301904994,-0.738031906,0.0165,0.000165,0.0975,0.000975,1,0,195
"92",198,"Marine Park 2",27,"High","Low",2018,7,"Summer","30-60",167.475,10.5,21.013,0.043,2.263,2.048,0.095006628,30,0.538959139,71.01356845,3.508537986,9.513552518,-0.344068835,9.169483683,6.653004045,-0.143978305,-0.1619812,6.026450666,0.245,0.00245,3.914,0.03914,1,0,198
"93",199,"Marine Park 2",27,"High","Low",2018,7,"Summer","60-80",109.477,NA,0,0.005,2.617,2.509,0.041268628,17,0.72219343,36.34733013,2.98328624,0.721963399,-0.315840353,0.406123047,20.16785112,1.422824714,1.40830976,-0.506514399,0.0175,0.000175,0.0965,0.000965,1,0,199
"94",202,"Marine Park 2",28,"High","Low",2018,7,"Summer","30-70",225.528,3.4,5.525,0.017,2.239,2.077,0.072353729,40,0.602781284,179.1493917,5.244035675,2.443782359,-0.406024456,2.037757904,1.288738359,0.410678569,0.392070489,11.49605663,0.2425,0.002425,3.1525,0.031525,1,0,202
"95",203,"Marine Park 2",28,"High","Low",2018,7,"Summer","70-90",103.154,NA,0,0,2.866,2.809,0.019888346,12,0.985559489,69.25458214,4.015217769,0.119601923,-0.386913962,-0.26731204,10.2838309,0.572702919,0.532809362,-0.515272929,0.022,0.00022,0.079,0.00079,1,0,203
"96",206,"Marine Park 2",28,"High","Low",2018,7,"Summer","30-70",272.102,2.8,3.011,0,2.806,2.735,0.025302922,40,0.773588868,96.146892,3.817956876,0.076779288,-0.271984418,-0.19520513,0.80032545,0.460624245,0.318564032,-0.456805478,0.0245,0.000245,0.198,0.00198,1,0,206
"97",207,"Marine Park 2",28,"High","Low",2018,7,"Summer","70-90",131.338,0.1,0.075,0,2.945,2.855,0.030560272,20,0.744714303,98.93139341,3.516053334,-0.034197855,-0.306408963,-0.340606818,13.1476087,0.09697995,0.047751383,-0.371611987,0.0205,0.000205,0.1495,0.001495,1,0,207
"98",208,"Marine Park 2",28,"High","Low",2018,7,"Summer","90-100",13.006,NA,0,0,2.489,2.485,0.001607071,2,0.7594824,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0175,0.000175,0.095,0.00095,1,0,208
"99",213,"Marine Park 3",29,"High","High",2018,7,"Summer","30-70",265.7,7,10.689,0.037,3.2166,3.0936,0.038239134,40,0.546392576,71.57031411,2.959839213,4.574643662,-1.80959278,2.765050882,8.859656664,0.118334853,-0.000644572,-1.442628405,0.0375,0.000375,0.937,0.00937,1,1,213
"100",214,"Marine Park 3",29,"High","High",2018,7,"Summer","70-90",131.07,NA,0,0,1.875,1.819,0.029866667,20,0.557936948,70.23385268,2.757430418,1.638806489,-1.719622705,-0.080816217,6.236496997,0.150506729,0.093747657,-10.68345608,0.0195,0.000195,0.097,0.00097,1,1,214
"101",215,"Marine Park 3",29,"High","High",2018,7,"Summer","90-100",35.54,NA,0,0,1.291,1.288,0.00232378,5.7,0.545899354,130.6511103,4.993189458,1.412583117,-1.702085387,-0.28950227,3.650501552,0.141973813,0.050285423,-745.1678462,0.0225,0.000225,0.1015,0.001015,1,1,215
"102",230,"Pelham Bay",33,"High","Low",2018,6,"Summer","30-70",303,9,24.975,0,3.782,3.365,0.110259122,40,0.742973958,72.99326039,2.993221292,-0.399761057,-0.475011341,-0.874772398,-2.050125357,-0.112065841,-0.206187771,-0.175640778,0.028,0.00028,0.213,0.00213,1,0,230
"103",231,"Pelham Bay",33,"High","Low",2018,6,"Summer","70-90",164.78,8.5,22.772,0,3.75,3.458,0.077866667,20,0.805981981,70.78443497,2.843857036,0.276337182,-0.460850626,-0.184513444,-2.13968072,-0.179130139,-0.268193812,-0.07428303,0.0165,0.000165,0.1255,0.001255,1,0,231
"104",232,"Pelham Bay",33,"High","Low",2018,6,"Summer","90-100",53.4,2,4.892,0,0.72,0.714,0.008333333,6.5,0.898024206,138.5110403,5.50418807,24.08168592,-0.418542628,23.66314329,-2.906332963,-2.639702795,-2.842473455,-0.01083168,0.017,0.00017,0.2015,0.002015,1,0,232
"105",235,"Pelham Bay",33,"High","Low",2018,6,"Summer","30-60",221.8,3.5,8.067,0.003,3.774,3.272,0.133015368,30,0.732530802,109.0875578,3.146985366,0.524872821,-0.483206299,0.041666522,-1.964154876,-0.192141555,-0.308016903,-0.057070548,0.049,0.00049,0.3635,0.003635,1,0,235
"106",236,"Pelham Bay",33,"High","Low",2018,6,"Summer","60-80",154.7,3.5,8.678,0,3.737,3.337,0.107037731,19.5,0.798977911,102.9510038,3.058247188,-0.476061132,-0.476061132,-0.952122265,-1.889175619,-0.096916078,-0.201375562,-0.052890683,0.0295,0.000295,0.343,0.00343,1,0,236
