"","X","Site","Plot","Success","Diversity","Year","Month","Season","CoreSection_cm","TotalSoilWeight_g","RockVolume_cm3","RockMass_g","RootMass_g","WetSoilWeight_g","DrySoilWeight_g","Moisture_g","SectionLength_cm","BulkDensity_g_cm3","BiomassC","Respiration","NO2_NO3","NH4","TIN","BiomassN","Mineralization","Nitrification","DEA","TotalSoilN_percent","TotalSoilN","TotalSoilC_percent","TotalSoilC","success","diversity","Obs","coresection"
"89",89,"Clove Lakes 2",15,"High","Low",2018,8,"Summer","90-100",21.323,0.8,1.607,0,2.298,2.265,0.014360313,2,1.192398254,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014,0.00014,0.079,0.00079,1,0,89,3
"90",90,"Clove Lakes 2",16,"High","High",2018,8,"Summer","0-10",60.817,2,3.503,0.078,2.168,1.879,0.133302583,10,0.594183411,408.7494586,13.2139095,18.64681707,-0.16511066,18.48170641,40.33751212,0.973104132,0.912373207,36.29841085,0.1525,0.001525,2.8185,0.028185,1,1,90,1
"91",91,"Clove Lakes 2",16,"High","High",2018,8,"Summer","10--30",130.501,3.5,5.463,0.025,2.394,2.065,0.137426901,20,0.643882004,150.5765437,4.705587539,4.455964614,0.257326247,4.713290861,12.23525488,0.138440399,0.129028095,1.944102584,0.127,0.00127,2.142,0.02142,1,1,91,2
"92",92,"Clove Lakes 2",16,"High","High",2018,8,"Summer","30-70",280.25,20,41.345,0.006,3.171,2.802,0.116367077,40,0.655696986,138.1765626,3.911925223,-0.365168416,0.11656147,-0.248606946,2.22583139,0.224951177,0.205697448,-5.683909316,0.0945,0.000945,2.1045,0.021045,1,1,92,3
"93",93,"Clove Lakes 2",16,"High","High",2018,8,"Summer","70-90",146.51,9,15.549,0.045,3.846,3.49,0.092563703,20,0.733442798,105.7325396,3.782307078,26.49939224,0.211358896,26.71075114,0.453085332,-2.696383248,-2.686022384,-2.240613167,0.0385,0.000385,0.486,0.00486,1,1,93,3
"94",94,"Clove Lakes 2",16,"High","High",2018,8,"Summer","90-100",133.352,8,15.681,0,2.32,2.145,0.075431034,16.3,0.828327044,77.62225582,3.081173993,-0.392018319,0.116848435,-0.275169885,0.809370383,0.024144814,0.006701461,NA,0.022,0.00022,0.137,0.00137,1,1,94,3
"95",95,"Clove Lakes 2",16,"High","High",2018,8,"Summer","0-10",51.169,3.5,4.81,0.237,2.213,1.963,0.112968821,10,0.499004739,329.5315274,10.10853696,1.58419634,1.551973215,3.136169555,40.76023558,2.80379132,2.631553399,102.4229904,0.0305,0.000305,0.1005,0.001005,1,1,95,1
"96",96,"Clove Lakes 2",16,"High","High",2018,8,"Summer","10--30",115.215,20,37.09,0.166,2.046,1.854,0.093841642,20,0.467919425,168.0670658,4.379043877,1.955082641,0.492857835,2.447940476,5.805533499,0.045234443,0.067381971,0.313169158,0.115,0.00115,1.6435,0.016435,1,1,96,2
"97",97,"Clove Lakes 2",16,"High","High",2018,8,"Summer","30-70",252.012,11,21.115,0.011,2.409,2.132,0.114985471,40,0.617434459,110.208888,4.349219385,0.566807941,0.17940098,0.746208921,1.490139577,0.001110644,-0.021141048,-1.971185542,0.068,0.00068,0.9335,0.009335,1,1,97,3
"98",98,"Clove Lakes 2",16,"High","High",2018,8,"Summer","70-90",133.242,5,7.582,0,2.711,2.492,0.080781999,20,0.695950148,82.41081503,3.928570245,-0.338688464,0.283407655,-0.055280809,1.486221069,-0.014510435,-0.000956009,-2.247937539,0.027,0.00027,0.2965,0.002965,1,1,98,3
"99",99,"Clove Lakes 2",16,"High","High",2018,8,"Summer","90-100",95.136,7,13.124,0,2.108,1.991,0.055502846,13.7,0.703437696,79.54070976,3.895471251,-0.320646729,0.060478191,-0.260168538,0.338733462,0.009388925,-0.000429306,-2.25438628,0.021,0.00021,0.116,0.00116,1,1,99,3
"100",100,"Clove Lakes 4",17,"High","High",2018,8,"Summer","0-10",53.203,2.5,3.83,0.246,2.035,1.571,0.228009828,10,0.457008805,1088.191785,16.14058712,23.77112181,0.896326721,24.66744853,88.65727304,0.774334752,0.737609115,708.8065801,0.276,0.00276,4.495,0.04495,1,1,100,1
"101",101,"Clove Lakes 4",17,"High","High",2018,8,"Summer","10--30",137.302,7,11.988,0.008,2.641,2.283,0.135554714,20,0.660597665,281.953916,5.673193776,11.42403491,0.301648977,11.72568389,32.83381441,-0.05228598,-0.042202758,17.69344206,0.1075,0.001075,1.664,0.01664,1,1,101,2
"102",102,"Clove Lakes 4",17,"High","High",2018,8,"Summer","30-70",274.395,11,23.577,0.004,3.801,3.482,0.083925283,40,0.694265421,97.2408344,3.906296582,0.651034755,0.484281569,1.135316323,2.81141164,-0.064988473,-0.066542601,0.507047293,0.025,0.00025,0.146,0.00146,1,1,102,3
"103",103,"Clove Lakes 4",17,"High","High",2018,8,"Summer","70-90",129.956,3.5,7.176,0.016,2.341,2.196,0.061939342,20,0.688044539,87.461921,3.722144804,0.203025879,0.212635363,0.415661242,3.324061669,0.005024917,-0.001126523,4.835151681,0.028,0.00028,0.3145,0.003145,1,1,103,3
"104",104,"Clove Lakes 4",17,"High","High",2018,8,"Summer","90-100",73.304,3,4.534,0,2.588,2.422,0.064142195,9.5,0.82287625,78.0911677,3.343092514,6.142769436,1.329684958,7.472454394,53.03874718,-0.759439307,-0.647812038,-0.355142025,0.0245,0.000245,0.108,0.00108,1,1,104,3
"105",105,"Clove Lakes 4",17,"High","High",2018,8,"Summer","0-10",43.681,0.6,0.664,0.196,2.35,1.816,0.227234043,10,0.389821833,1384.19614,19.56551284,23.36090873,1.333419605,24.69432833,89.37553129,0.536912662,0.481733814,858.1649607,0.3425,0.003425,5.926,0.05926,1,1,105,1
"106",106,"Clove Lakes 4",17,"High","High",2018,8,"Summer","10--30",130.129,5,8.943,0,2.857,2.411,0.156107805,20,0.616172025,240.9508173,5.227143826,15.23945607,0.074887754,15.31434382,70.43747719,-0.5413372,-0.556746864,16.09011105,0.0965,0.000965,1.4975,0.014975,1,1,106,2
"107",107,"Clove Lakes 4",17,"High","High",2018,8,"Summer","30-70",305.054,3.5,6.306,0,3.006,2.636,0.123087159,40,0.77405541,106.6470603,3.784278496,1.37757341,0.637305207,2.014878618,11.06950736,-0.014568196,0.006168812,0.218728548,0.024,0.00024,0.1865,0.001865,1,1,107,3
"108",108,"Clove Lakes 4",17,"High","High",2018,8,"Summer","70-90",160.506,9,18.987,0,2.808,2.551,0.091524217,20,0.793753184,89.87202464,3.109400473,-0.165578397,0.306228698,0.140650301,3.04151246,-0.00980764,-0.009973543,-4.016806108,0.0155,0.000155,0.096,0.00096,1,1,108,3
"109",109,"Clove Lakes 4",17,"High","High",2018,8,"Summer","90-100",142.644,4,7.689,0,2.495,2.269,0.090581162,17,0.868415631,79.96414773,3.004763577,-0.308911935,1.545933367,1.237021433,1.977217238,-0.151358794,-0.009036832,-0.349930236,0.018,0.00018,0.0775,0.000775,1,1,109,3
"110",110,"Clove Lakes 4",18,"High","Low",2018,8,"Summer","0-10",43.908,0.5,0.429,0.364,2.117,1.659,0.216343883,10,0.397561183,1401.664102,20.83396916,30.60353301,1.754098199,32.35763121,105.0675829,0.838640997,0.750890494,789.7542374,0.364,0.00364,5.7515,0.057515,1,0,110,1
"111",111,"Clove Lakes 4",18,"High","Low",2018,8,"Summer","10--30",116.246,5,9.313,0.418,2.108,1.795,0.148481973,20,0.54680052,281.0420686,7.892951784,7.034562422,0.26313223,7.297694652,22.536876,0.129237036,0.056838191,32.06271496,0.1455,0.001455,2.27,0.0227,1,0,111,2
"112",112,"Clove Lakes 4",18,"High","Low",2018,8,"Summer","30-70",259.731,9,17.376,0.028,2.231,1.991,0.107575078,40,0.649530717,99.1631119,4.266453639,1.159025449,1.215790951,2.3748164,2.636687374,-0.163402479,-0.057445904,0.073645074,0.0365,0.000365,0.3445,0.003445,1,0,112,3
"113",113,"Clove Lakes 4",18,"High","Low",2018,8,"Summer","70-90",139.935,9,17.098,0,2.261,2.075,0.082264485,20,0.695991786,89.07147188,4.073378767,1.685941839,0.858418054,2.544359893,4.854373418,-0.111946455,-0.10247006,-0.658092725,0.0265,0.000265,0.3145,0.003145,1,0,113,3
"114",114,"Clove Lakes 4",18,"High","Low",2018,8,"Summer","90-100",132.898,9.5,20.599,0,2.892,2.718,0.060165975,13,1.038471681,77.68099735,3.399995864,1.361644398,0.438883676,1.800528074,2.412072098,0.261363787,-0.081307943,-0.336287552,0.0225,0.000225,0.216,0.00216,1,0,114,3
"115",115,"Clove Lakes 4",18,"High","Low",2018,8,"Summer","0-10",45.192,1.5,1.962,0.097,2.299,1.906,0.170943889,10,0.425778872,601.8208644,12.90489303,34.10776743,1.360995369,35.4687628,67.41401677,-0.009294571,0.030344881,119.177315,0.271,0.00271,5.2775,0.052775,1,0,115,1
"116",116,"Clove Lakes 4",18,"High","Low",2018,8,"Summer","10--30",121.248,4.5,8.447,0.016,2.929,2.586,0.117104814,20,0.598159062,142.1753243,5.575862958,4.301335583,0.321009094,4.622344678,10.81182418,0.111989985,0.107824117,2.022946272,0.1165,0.001165,1.836,0.01836,1,0,116,2
"117",117,"Clove Lakes 4",18,"High","Low",2018,8,"Summer","30-70",281.892,11,24.989,0.011,2.863,2.588,0.096053091,40,0.701675588,85.60130759,3.543916731,0.367378213,1.636283918,2.003662132,1.248169368,-0.177223507,-0.020491779,0.203422197,0.0265,0.000265,0.208,0.00208,1,0,117,3
"118",118,"Clove Lakes 4",18,"High","Low",2018,8,"Summer","70-90",152.176,4.5,7.77,0,2.172,2.007,0.075966851,20,0.80202876,101.2039323,3.876304002,-0.080030634,0.515395758,0.435365124,1.251263849,0.054599204,-0.013843571,0.123062551,0.0175,0.000175,0.0845,0.000845,1,0,118,3
"119",119,"Clove Lakes 4",18,"High","Low",2018,8,"Summer","90-100",46.947,2.5,3.666,0,2.06,1.947,0.054854369,5.5,0.918892102,142.858243,6.179680609,-0.279790935,0.812012545,0.53222161,0.377856314,-0.046348536,-0.009906147,-0.062234994,0.0195,0.000195,0.0875,0.000875,1,0,119,3
"120",120,"Fort Totten",19,"High","High",2018,8,"Summer","0-10",50.765,1,1.128,0.246,1.959,1.579,0.193976519,10,0.47120316,479.842269,41.60114168,35.35037098,1.61078013,36.96115111,107.1346653,0.265520219,0.299292573,312.7231102,0.2165,0.002165,3.199,0.03199,1,1,120,1
"121",121,"Fort Totten",19,"High","High",2018,8,"Summer","10--30",96.834,3,4.924,0.04,2.125,1.925,0.094117647,14,0.71325529,136.0762475,8.754386418,10.07106495,0.614699531,10.68576448,18.56993217,0.131133844,0.177566584,4.201638328,0.0505,0.000505,0.8855,0.008855,1,1,121,2
"122",122,"Fort Totten",19,"High","High",2018,8,"Summer","0-10",40.846,0.6,1.17,0.084,1.839,1.372,0.25394236,10,0.347969513,613.296217,80.59839566,49.45003404,2.817654487,52.26768852,125.3695325,0.709154663,0.785289551,1137.826167,0.379,0.00379,5.8305,0.058305,1,1,122,1
"123",123,"Fort Totten",19,"High","High",2018,8,"Summer","10--30",132.256,5.5,9.801,1.067,2.011,1.826,0.091994033,20,0.666902811,142.7479278,16.14427014,28.08111897,0.258642033,28.339761,55.45175495,1.169322388,1.167258914,42.63295347,0.082,0.00082,1.315,0.01315,1,1,123,2
"124",124,"Fort Totten",19,"High","High",2018,8,"Summer","30-60",228.229,6.5,16.887,0,2.722,2.445,0.101763409,30,0.759463503,100.8527003,9.840619627,1.951925538,0.321442019,2.273367556,2.098423919,0.184747366,0.213704527,-0.96332002,0.032,0.00032,0.458,0.00458,1,1,124,3
"125",125,"Fort Totten",19,"High","High",2018,8,"Summer","60-78",131.868,2.5,2.411,0,3.212,2.875,0.104919054,18,0.76547619,95.43042495,7.420000481,0.726478723,0.220818702,0.947297425,1.911714489,0.039455959,0.057239651,-0.205583978,0.0285,0.000285,0.3125,0.003125,1,1,125,3
"126",126,"Fort Totten",20,"High","Low",2018,8,"Summer","0-10",45.487,0.3,0.51,0.011,1.98,1.425,0.28030303,10,0.37989463,615.6247434,63.98908842,49.04036234,0.892386295,49.93274864,117.5599793,1.053315643,1.015777126,410.3947431,0.386,0.00386,6.469,0.06469,1,0,126,1
"127",127,"Fort Totten",20,"High","Low",2018,8,"Summer","10--30",137.243,3.5,5.357,0.015,2.383,2.093,0.121695342,20,0.691591561,219.8793722,14.72910569,6.167303392,0.19643356,6.363736952,10.04967958,1.145168064,1.137697185,9.105570043,0.1,0.001,1.616,0.01616,1,0,127,2
"128",128,"Fort Totten",20,"High","Low",2018,8,"Summer","30-70",292.501,5.5,10.198,0,2.081,1.909,0.082652571,40,0.769722129,105.5925657,5.865908365,2.007091993,0.068986275,2.076078268,2.339709691,-0.01945169,-0.02156637,0.499245431,0.029,0.00029,0.4575,0.004575,1,0,128,3
"129",129,"Fort Totten",20,"High","Low",2018,8,"Summer","70-90",134.996,3.5,5.785,0.006,2.55,2.404,0.057254902,20,0.727325482,90.84778979,4.866146691,2.906627704,0.078269858,2.984897562,4.510885569,-0.175663753,-0.166565433,0.144038525,0.0285,0.000285,0.319,0.00319,1,0,129,3
"130",130,"Fort Totten",20,"High","Low",2018,8,"Summer","90-100",84.882,0.8,1.411,0,2.657,2.58,0.028980053,13,0.734616208,90.76081894,4.61185918,0.542685524,0.088281257,0.630966781,0.861984366,-0.011100192,-0.006929734,-0.419708242,0.02,2e-04,0.197,0.00197,1,0,130,3
"131",131,"Fort Totten",20,"High","Low",2018,8,"Summer","0-10",34.754,0.5,0.744,0.048,1.761,1.146,0.34923339,10,0.260057016,907.1022601,123.8525082,63.30895682,2.137411374,65.4463682,176.1203899,0.555787731,0.664602367,762.7795332,0.574,0.00574,10.597,0.10597,1,0,131,1
"132",132,"Fort Totten",20,"High","Low",2018,8,"Summer","10--30",139.551,8.5,15.48,0,2.592,2.274,0.122685185,20,0.669953324,259.8410886,24.14299994,4.830954828,0.480350034,5.311304862,5.952884253,0.873884155,0.890084877,1.196976484,0.063,0.00063,1.2945,0.012945,1,0,132,2
"133",133,"Fort Totten",20,"High","Low",2018,8,"Summer","30-60",211.783,5.5,8.603,0.005,3.173,2.841,0.10463284,30,0.724882791,92.96749069,9.627191683,0.970822728,0.253581883,1.224404612,0.176375841,0.010309527,0.032873179,0.328608952,0.0175,0.000175,0.152,0.00152,1,0,133,3
"134",134,"Fort Totten",20,"High","Low",2018,8,"Summer","60-74.5",98.61,1.5,1.823,0,2.449,2.217,0.094732544,14.5,0.716095108,87.98953795,3.987964528,-0.05811562,0.707525396,0.649409775,0.659667653,-0.09508818,-0.009076579,-0.633255483,0.015,0.00015,0.121,0.00121,1,0,134,3
"135",135,"Marine Park 1",21,"High","High",2018,7,"Summer","0-10",44.843,1,0.649,0.341,0.776,0.719,0.073453608,10,0.480926999,247.6590069,8.861457011,11.76226353,1.066418818,12.82868235,19.46584383,0.334711086,0.169914751,94.76864331,0.189,0.00189,2.869,0.02869,1,1,135,1
"136",136,"Marine Park 1",21,"High","High",2018,7,"Summer","10--30",122.52,4,8.078,0.051,1.528,1.417,0.072643979,20,0.635319379,189.3810429,5.969645212,4.334265134,0.894816621,5.229081756,6.551793528,0.160227677,0.101221037,0.936949162,0.133,0.00133,2.788,0.02788,1,1,136,2
"137",137,"Marine Park 1",21,"High","High",2018,7,"Summer","30-70",279.338,12,-0.003,-0.782,2.728,2.604,0.045454545,40,0.813623791,109.2445054,3.388453394,1.458034304,0.61758034,2.075614644,2.275138339,0.012660606,-0.020998693,-0.104579827,0.0385,0.000385,0.9495,0.009495,1,1,137,3
"138",138,"Marine Park 1",21,"High","High",2018,7,"Summer","70-90",143.892,3,3.29,0,2.398,2.301,0.040450375,20,0.803192158,77.93044655,3.751819061,0.320647431,0.374828311,0.695475742,2.698794375,0.012137848,-0.04243097,-0.398037865,0.024,0.00024,0.2525,0.002525,1,1,138,3
"139",139,"Marine Park 1",21,"High","High",2018,7,"Summer","90-100",136.296,NA,0,0,2.494,2.409,0.034081796,21,0.733342121,50.42734858,4.214606096,0.711079389,0.065099856,0.776179244,1.256645722,-0.00142856,-0.034754539,0.181827128,0.014,0.00014,0.079,0.00079,1,1,139,3
"140",140,"Marine Park 1",21,"High","High",2018,7,"Summer","0-10",36.471,0.5,0.269,0.229,0.811,0.715,0.11837238,10,0.373614066,284.1712289,8.654325792,21.00007249,2.335677005,23.33574949,37.16438164,1.17832838,0.764126028,37.39205892,0.349,0.00349,5.7915,0.057915,1,1,140,1
"141",141,"Marine Park 1",21,"High","High",2018,7,"Summer","10--30",124.784,14,30.813,0.021,2.368,2.21,0.066722973,20,0.558576167,152.5538615,3.451268359,3.565972079,0.229575939,3.795548018,5.089552954,0.163729507,0.087783791,0.233989311,0.1375,0.001375,4.1715,0.041715,1,1,141,2
"142",142,"Marine Park 1",21,"High","High",2018,7,"Summer","30-70",279.598,7,14.937,0.001,3.413,3.205,0.060943452,40,0.742002311,95.10975821,3.270946051,2.904564252,0.551032979,3.455597231,1.566653239,-0.059265378,-0.095059817,-0.692948356,0.034,0.00034,0.572,0.00572,1,1,142,3
"143",143,"Marine Park 1",21,"High","High",2018,7,"Summer","70-90",131.984,NA,0,0,3.161,3.087,0.023410313,20,0.753886363,87.89765183,3.781696587,1.689749535,0.079083194,1.768832729,0.745860369,-0.06441609,-0.071118458,-0.505323487,0.015,0.00015,0.0725,0.000725,1,1,143,3
"144",144,"Marine Park 1",21,"High","High",2018,7,"Summer","90-100",49.334,NA,0,0.008,0.712,0.686,0.036516854,7.5,0.741244051,175.2555375,6.648876924,0.802985554,0.152382602,0.955368157,1.659819686,-0.064840011,-0.087271889,-1.306460082,0.0295,0.000295,0.148,0.00148,1,1,144,3
"145",145,"Marine Park 1",22,"High","High",2018,7,"Summer","0-10",45.263,0.1,0.202,0.06,0.812,0.703,0.134236453,10,0.456280857,505.0353229,13.78738086,100.7805532,0.687048779,101.4676019,64.26516738,-7.091913325,-7.11129133,100.2735787,0.262,0.00262,3.7535,0.037535,1,1,145,1
"146",146,"Marine Park 1",22,"High","High",2018,7,"Summer","10--30",113.307,3,7.493,0.432,1.363,1.238,0.091709464,20,0.569838446,206.6893649,4.081371823,4.375430936,0.433738453,4.809169389,8.087138994,0.203485842,0.157142154,3.005045982,0.1385,0.001385,2.69,0.0269,1,1,146,2
"147",147,"Marine Park 1",22,"High","High",2018,7,"Summer","30-70",280.404,12.5,27.66,0.053,1.879,1.798,0.043108036,40,0.733953325,107.9948513,3.368631595,3.153086571,0.176585825,3.329672397,3.14010916,-0.149646723,-0.181175292,-0.440368662,0.0325,0.000325,0.7145,0.007145,1,1,147,3
"148",148,"Marine Park 1",22,"High","High",2018,7,"Summer","70-90",146.735,5,13.502,0,2.43,2.147,0.116460905,20,0.709251289,179.7123031,4.767130889,6.174329931,0.482955754,6.657285685,8.658292149,0.884153718,0.858127746,7.751537163,0.1155,0.001155,2.3365,0.023365,1,1,148,3
"149",149,"Marine Park 1",22,"High","High",2018,7,"Summer","90-100",83.929,0.1,0.205,0,1.039,1.002,0.035611165,12.5,0.756312373,152.8294407,6.423107372,0.65082639,0.220484792,0.871311182,1.220809134,0.051264225,0.024249827,0.177886687,0.0275,0.000275,0.167,0.00167,1,1,149,3
"150",150,"Marine Park 1",22,"High","High",2018,7,"Summer","0-10",42.482,0.1,0.016,0.061,1.036,0.893,0.138030888,10,0.428074698,295.1443618,11.93333414,26.10554761,1.197567045,27.30311466,68.82900183,0.817237363,0.763995454,275.8943849,0.369,0.00369,5.948,0.05948,1,1,150,1
"151",151,"Marine Park 1",22,"High","High",2018,7,"Summer","10--30",115.028,2,3.199,0.096,1.943,1.845,0.050437468,20,0.627895998,95.9719036,3.380571381,2.699049148,0.574945264,3.273994412,3.480412677,0.106484534,0.025406053,0.201761377,0.103,0.00103,1.661,0.01661,1,1,151,2
"152",152,"Marine Park 1",22,"High","High",2018,7,"Summer","30-70",270.053,4,11.299,0.267,2.457,2.345,0.045584046,40,0.730010466,101.861787,4.079500877,2.504614043,0.246432542,2.751046585,5.148908259,-0.096710344,-0.121416929,-0.818973661,0.0555,0.000555,0.7735,0.007735,1,1,152,3
"153",153,"Marine Park 1",22,"High","High",2018,7,"Summer","70-90",139.374,3,4.799,0,2.831,2.649,0.064288237,20,0.749664592,98.27639974,3.822758654,2.034213131,0.3550535,2.38926663,4.242642213,-0.006188323,-0.025231503,-0.591345743,0.0465,0.000465,0.628,0.00628,1,1,153,3
"154",154,"Marine Park 1",22,"High","High",2018,7,"Summer","90-100",78.637,NA,0,0,2.697,2.533,0.060808306,12,0.719950102,231.7337652,6.423157814,0.473676106,0.157347266,0.631023371,0.300386803,0.085208697,0.111521325,0.195382477,0.0255,0.000255,0.139,0.00139,1,1,154,3
"155",155,"Marine Park 1",23,"High","Low",2018,7,"Summer","0-10",45.378,1.4,1.095,0.051,1.192,1.07,0.102348993,10,0.472191129,188.9761341,8.282778302,6.904287087,1.774614776,8.678901863,8.625589767,0.317719862,0.062850699,NA,0.1705,0.001705,2.46,0.0246,1,0,155,1
"156",156,"Marine Park 1",23,"High","Low",2018,7,"Summer","10--30",128.642,2,3.105,0.021,2.431,2.253,0.073220897,20,0.68842718,67.333975,3.504593686,2.30016409,0.34353187,2.64369596,2.715521093,0.291467232,0.138583532,NA,0.0765,0.000765,1.2805,0.012805,1,0,156,2
"157",157,"Marine Park 1",23,"High","Low",2018,7,"Summer","30-70",300.446,12,31.917,0.002,2.896,2.768,0.044198895,40,0.777880027,62.54645311,2.902088785,1.247084297,0.25851169,1.505595986,2.105622138,0.115062866,0.049037431,NA,0.035,0.00035,0.3455,0.003455,1,0,157,3
"158",158,"Marine Park 1",23,"High","Low",2018,7,"Summer","70-90",129.183,NA,0,0,2.454,2.355,0.040342298,20,0.725093792,61.71994133,2.683486879,-0.036544444,0.164745033,0.128200589,0.62511692,0.03352187,-0.007728862,NA,0.014,0.00014,0.08,8e-04,1,0,158,3
"159",159,"Marine Park 1",23,"High","Low",2018,7,"Summer","90-100",29.793,NA,0,0,1.032,1.007,0.024224806,4,0.850171382,125.1073307,5.038111828,-0.408298835,0.209642483,-0.198656353,3.040059101,0.022658392,0.018419114,NA,0.0155,0.000155,0.0825,0.000825,1,0,159,3
"160",160,"Marine Park 1",23,"High","Low",2018,7,"Summer","0-10",43.943,0.6,0.886,0.467,1.091,0.996,0.087076077,10,0.458040205,131.291355,8.649491309,6.981608246,1.462029469,8.443637715,11.38656994,0.343574512,0.206357541,NA,0.1535,0.001535,2.2365,0.022365,1,0,160,1
"161",161,"Marine Park 1",23,"High","Low",2018,7,"Summer","10--30",118.938,1,1.351,0.006,2.04,1.92,0.058823529,20,0.651070879,65.93213512,3.836260349,1.090597824,0.453577544,1.544175369,1.954477204,0.124576874,0.099506158,NA,0.066,0.00066,1.034,0.01034,1,0,161,2
"162",162,"Marine Park 1",23,"High","Low",2018,7,"Summer","30-70",290.028,3,11.072,0.005,3.278,3.012,0.081147041,40,0.756211762,139.7689402,3.967595742,4.946467509,0.407069124,5.353536633,5.990488933,0.136376849,0.118872265,NA,0.0535,0.000535,0.6065,0.006065,1,0,162,3
"163",163,"Marine Park 1",23,"High","Low",2018,7,"Summer","70-90",138.668,0.4,0.684,0,2.094,1.986,0.051575931,20,0.767221933,123.211783,3.66578558,-0.140903327,0.18846231,0.047558983,1.711386733,0.235805809,0.137417662,NA,0.0315,0.000315,0.445,0.00445,1,0,163,3
"164",164,"Marine Park 1",23,"High","Low",2018,7,"Summer","90-100",90.597,NA,0,0,2.199,2.095,0.047294225,14,0.721185593,83.1998423,3.252812328,0.785644217,0.270169584,1.055813801,2.461484074,0.106864866,0.059341253,NA,0.025,0.00025,0.1335,0.001335,1,0,164,3
"165",165,"Marine Park 1",24,"High","Low",2018,7,"Summer","0-10",45.684,1.2,2.482,0.088,1.131,1.064,0.059239611,10,0.481215182,159.9658831,8.01756447,5.143347542,1.235344759,6.378692302,7.283951166,0.065498258,-0.037786077,NA,0.1855,0.001855,3.9675,0.039675,1,0,165,1
"166",166,"Marine Park 1",24,"High","Low",2018,7,"Summer","10--30",123.882,4,9.411,0.031,1.681,1.583,0.058298632,20,0.645423539,89.34278989,4.996906286,2.886620145,0.726667417,3.613287562,5.090556556,0.03321449,0.065347444,NA,0.109,0.00109,2.1245,0.021245,1,0,166,2
"167",167,"Marine Park 1",24,"High","Low",2018,7,"Summer","30-70",268.526,5,13.849,0.008,3.114,2.977,0.043994862,40,0.722563475,86.1016956,2.978616959,1.213062177,0.479200692,1.692262869,1.691405208,0.012893569,0.020834662,NA,0.0395,0.000395,0.383,0.00383,1,0,167,3
"168",168,"Marine Park 1",24,"High","Low",2018,7,"Summer","70-90",127.414,NA,0,0,2.164,2.095,0.031885397,20,0.721466863,105.5079091,2.920333699,-0.1523566,0.189622402,0.037265802,0.364216121,0.007665932,0.003977621,NA,0.016,0.00016,0.0785,0.000785,1,0,168,3
"169",169,"Marine Park 1",24,"High","Low",2018,7,"Summer","90-100",17.495,NA,0,0,0.89,0.863,0.030337079,2.5,0.793774587,88.33327872,7.286828577,-0.050696613,0.075673636,0.024977022,1.00057429,0.008709844,0.005918391,NA,0.0155,0.000155,0.095,0.00095,1,0,169,3
"170",170,"Marine Park 1",24,"High","Low",2018,7,"Summer","0-10",39.709,0.4,0.506,0.163,1.022,0.954,0.066536204,10,0.428298574,194.2395927,9.405439132,6.512765806,0.83967426,7.352440066,8.500516261,0.251781865,0.099028038,NA,0.1905,0.001905,3.963,0.03963,1,0,170,1
"171",171,"Marine Park 1",24,"High","Low",2018,7,"Summer","10--30",113.813,4,4.895,0.023,1.876,1.728,0.078891258,20,0.600720694,120.439615,4.58426133,1.671655838,0.533284734,2.204940572,3.848417361,0.183171938,0.194342685,NA,0.118,0.00118,2.462,0.02462,1,0,171,2
"172",172,"Marine Park 1",24,"High","Low",2018,7,"Summer","30-70",257.322,8,16.177,0.001,1.9,1.836,0.033684211,40,0.697781242,70.4753138,4.255614108,1.121216862,0.204880465,1.326097327,0.832169464,-0.039110213,-0.053614481,NA,0.037,0.00037,0.4295,0.004295,1,0,172,3
"173",173,"Marine Park 1",24,"High","Low",2018,7,"Summer","70-90",131.059,0.2,0.212,0,1.99,1.927,0.031658291,20,0.741947542,89.84864499,3.352131974,1.375981967,0.900338927,2.276320894,0.245769123,-0.269015956,-0.209903954,NA,0.018,0.00018,0.077,0.00077,1,0,173,3
"174",174,"Marine Park 1",24,"High","Low",2018,7,"Summer","90-100",32.158,NA,0,0,1.64,1.588,0.031707317,5,0.728497625,167.9460512,6.671005056,-0.460605034,0.390290096,-0.070314939,0.285638074,0.023386082,0.003068612,NA,0.013,0.00013,0.075,0.00075,1,0,174,3
"175",175,"Marine Park 2",25,"High","High",2018,7,"Summer","0-10",42.42,0.4,0.357,0.392,1.972,1.759,0.10801217,10,0.436849851,480.605501,14.72998241,2.182879435,0.160222108,2.343101543,8.950328778,2.229012493,2.106036842,135.0643757,0.288,0.00288,4.3495,0.043495,1,1,175,1
"176",176,"Marine Park 2",25,"High","High",2018,7,"Summer","10--30",124.909,7.5,17.062,0.008,3.239,3.044,0.060203767,20,0.620339261,117.8391987,4.816582944,0.606304221,-0.288932831,0.31737139,0.478109207,0.880795722,0.769479442,1.002724705,0.1185,0.001185,2.8015,0.028015,1,1,176,2
"177",177,"Marine Park 2",25,"High","High",2018,7,"Summer","30-60",15.031,0.4,1.264,0,2.239,2.185,0.02411791,2,0.804619234,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041,0.00041,1.0645,0.010645,1,1,177,3
"178",178,"Marine Park 2",25,"High","High",2018,7,"Summer","0-10",44.169,0.1,0.064,0.037,2.245,2.061,0.081959911,10,0.474356324,248.5741536,16.0327208,15.72726836,0.206393455,15.93366181,0.770398967,0.416329906,0.394479457,97.77001187,0.2595,0.002595,3.9075,0.039075,1,1,178,1
